,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21
intID2091,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1
intID2092,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1
intID2093,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1
intID2094,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0
intID2095,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
intID2096,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
intID2097,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1
intID2098,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1
intID2099,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1
intID2100,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1
intID2101,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0
intID2102,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1
intID2103,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1
intID2104,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1
intID2105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0
intID2106,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1
intID2107,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
intID2108,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1
intID2109,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1
intID2110,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1
intID2111,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
intID2112,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
intID2113,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0
intID2114,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1
intID2115,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1
intID2116,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0
intID2117,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1
intID2118,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1
intID2119,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0
intID2120,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1
intID2121,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1
intID2122,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0
intID2123,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1
intID2124,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1
intID2125,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1
intID2126,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
intID2127,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1
intID2128,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1
intID2129,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0
intID2130,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0
intID2131,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
intID2132,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0
intID2133,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1
intID2134,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1
intID2135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1
intID2136,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
intID2137,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
intID2138,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0
intID2139,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0
intID2140,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0
intID2141,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0
intID2142,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1
intID2143,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0
intID2144,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
intID2145,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1
intID2146,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0
intID2147,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0
intID2148,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1
intID2149,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0
intID2150,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0
intID2151,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0
intID2152,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1
intID2153,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1
intID2154,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1
intID2155,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
intID2156,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0
intID2157,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0
intID2158,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0
intID2159,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0
intID2160,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0
intID2161,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0
intID2162,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
intID2163,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1
intID2164,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0
intID2165,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
intID2166,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1
intID2167,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1
intID2168,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
intID2169,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1
intID2170,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
intID2171,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
blank1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
blank2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
blank3,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
blank4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
blank5,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
blank6,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
blank7,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
blank8,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
blank9,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
blank10,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
blank11,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
blank12,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
blank13,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
blank14,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
blank15,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
blank16,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
blank17,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
blank18,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
blank19,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
blank20,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
blank21,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
blank22,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
blank23,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
blank24,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
blank25,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
blank26,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
blank27,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
blank28,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
blank29,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
blank30,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
blank31,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
blank32,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
blank33,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
blank34,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
blank35,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
blank36,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
blank37,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
blank38,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
blank39,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
blank40,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1
blank41,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
blank42,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
blank43,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
blank44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
blank45,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
blank46,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
blank47,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
blank48,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
blank49,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
blank50,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
blank51,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
blank52,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
blank53,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
blank54,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
blank55,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
blank56,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
blank57,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
blank58,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
blank59,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
blank60,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
blank61,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
blank62,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
blank63,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
blank64,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
blank65,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
blank66,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
blank67,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
blank68,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
blank69,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
blank70,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
blank71,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
blank72,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
blank73,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
blank74,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
blank75,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
blank76,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
blank77,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
blank78,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
blank79,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
blank80,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
blank81,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
blank82,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
blank83,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
blank84,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
blank85,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
blank86,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
blank87,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
blank88,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
blank89,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
blank90,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
blank91,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
blank92,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
blank93,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
blank94,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
blank95,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
blank96,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
blank97,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0
blank98,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0
blank99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0
blank100,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
blank101,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1
blank102,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
blank103,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
blank104,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
blank105,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
blank106,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
blank107,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
blank108,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
blank109,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
blank110,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
blank111,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
blank112,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
blank113,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
blank114,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
blank115,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0
blank116,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0
blank117,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0
blank118,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
blank119,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1
blank120,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1
blank121,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
blank122,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
blank123,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
blank124,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
blank125,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
blank126,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
blank127,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
blank128,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
blank129,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
blank130,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0
blank131,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0
blank132,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
blank133,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0
blank134,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
blank135,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0
blank136,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
blank137,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1
blank138,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1
blank139,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
blank140,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
blank141,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
blank142,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
blank143,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
blank144,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
blank145,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1
blank146,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1
blank147,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0
blank148,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
blank149,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0
blank150,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
blank151,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1
blank152,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0
blank153,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0
blank154,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1
blank155,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1
blank156,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1
blank157,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1
blank158,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1
blank159,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1
