,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21
intID905,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
intID906,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
intID907,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
intID908,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
intID909,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
intID910,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
intID911,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
intID912,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
intID913,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
intID914,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
intID915,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
intID916,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
intID917,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
intID918,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
intID919,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
intID920,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
intID921,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
intID922,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
intID923,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
intID924,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
intID925,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
intID926,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
intID927,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
intID928,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
intID929,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
intID930,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
intID931,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
intID932,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
intID933,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
intID934,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
intID935,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
intID936,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
intID937,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
intID938,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
intID939,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
intID940,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
intID941,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
intID942,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
intID943,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
intID944,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
intID945,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
intID946,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
intID947,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
intID948,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
intID949,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
intID950,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
intID951,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
intID952,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
intID953,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
intID954,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
intID955,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
intID956,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
intID957,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
intID958,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
intID959,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
intID960,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
intID961,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
intID962,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
intID963,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
intID964,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
intID965,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
intID966,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
intID967,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
intID968,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
intID969,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
intID970,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
intID971,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0
intID972,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1
intID973,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
intID974,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
intID975,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
intID976,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
intID977,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
intID978,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
intID979,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
intID980,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
intID981,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
intID982,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
intID983,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0
intID984,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
intID985,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
intID986,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
intID987,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0
intID988,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
intID989,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
intID990,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
intID991,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
intID992,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
intID993,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0
intID994,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
intID995,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0
intID996,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0
intID997,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
intID998,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
intID999,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1
intID1000,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0
intID1001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0
intID1002,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
intID1003,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
intID1004,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0
intID1005,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
intID1006,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
intID1007,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1
intID1008,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0
intID1009,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0
intID1010,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
intID1011,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0
intID1012,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
intID1013,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
intID1014,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
intID1015,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0
intID1016,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0
intID1017,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
intID1018,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
intID1019,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
intID1020,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
intID1021,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
intID1022,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
intID1023,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
intID1024,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
intID1025,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1
intID1026,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
intID1027,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0
intID1028,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0
intID1029,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
intID1030,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
intID1031,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0
intID1032,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0
intID1033,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
intID1034,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
intID1035,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
intID1036,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0
intID1037,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
intID1038,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0
intID1039,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
intID1040,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0
intID1041,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
intID1042,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0
intID1043,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0
intID1044,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
intID1045,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
intID1046,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0
intID1047,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0
intID1048,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
intID1049,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0
intID1050,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
intID1051,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0
intID1052,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0
intID1053,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
intID1054,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
intID1055,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
intID1056,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
intID1057,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
intID1058,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
intID1059,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0
intID1060,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
intID1061,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
intID1062,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
intID1063,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1
intID1064,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
intID1065,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
intID1066,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1
intID1067,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
intID1068,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
intID1069,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
intID1070,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
intID1071,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
intID1072,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
intID1073,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1
intID1074,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
intID1075,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
intID1076,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
intID1077,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
intID1078,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
intID1079,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
intID1080,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
intID1081,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
intID1082,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
intID1083,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
intID1084,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
intID1085,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
intID1086,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
intID1087,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
intID1088,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
intID1089,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
intID1090,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
intID1091,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
intID1092,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
intID1093,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
intID1094,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
intID1095,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
intID1096,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
intID1097,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
intID1098,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
intID1099,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
intID1100,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
intID1101,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
intID1102,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
intID1103,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
intID1104,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
intID1105,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
intID1106,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
intID1107,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
intID1108,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
intID1109,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
intID1110,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
intID1111,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
intID1112,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
intID1113,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
intID1114,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
intID1115,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
intID1116,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
intID1117,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
intID1118,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
intID1119,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
intID1120,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
intID1121,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
intID1122,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
intID1123,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
intID1124,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
intID1125,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
intID1126,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
intID1127,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
intID1128,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
intID1129,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
intID1130,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
intID1131,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
intID1132,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
intID1133,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
intID1134,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
intID1135,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
intID1136,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
intID1137,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
intID1138,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
intID1139,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
intID1140,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
intID1141,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
intID1142,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
intID1143,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
intID1144,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
intID1145,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
intID1146,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
intID1147,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
intID1148,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
intID1149,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
intID1150,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
intID1151,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
intID1152,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
intID1153,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
intID1154,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
intID1155,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
intID1156,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
intID1157,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
intID1158,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
intID1159,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
intID1160,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
intID1161,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
intID1162,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
intID1163,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
intID1164,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
intID1165,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
intID1166,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
intID1167,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
intID1168,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
intID1169,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
intID1170,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
intID1171,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
intID1172,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
intID1173,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
intID1174,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
intID1175,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
intID1176,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
intID1177,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
intID1178,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
intID1179,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
intID1180,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
intID1181,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
intID1182,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
intID1183,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
intID1184,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
intID1185,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
intID1186,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
intID1187,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
intID1188,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
intID1189,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
intID1190,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
intID1191,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
intID1192,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
intID1193,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
intID1194,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
intID1195,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
intID1196,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
intID1197,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
intID1198,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
intID1199,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
intID1200,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
intID1201,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
intID1202,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
